running job: 3
/home-mscluster/erex/anaconda3/envs/swav/lib/python3.9/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: libtorch_cuda_cu.so: cannot open shared object file: No such file or directory
  warn(f"Failed to load image Python extension: {e}")
INFO - 02/18/23 03:15:36 - 0:00:00 - ============ Initialized logger ============
INFO - 02/18/23 03:15:36 - 0:00:00 - arch: resnet50
                                     batch_size: 32
                                     data_path: /home-mscluster/erex/research_project/datasets/Covidx-CT
                                     decay_epochs: [60, 80]
                                     dist_url: env://
                                     dump_checkpoints: /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3/checkpoints
                                     dump_path: /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3
                                     epochs: 100
                                     final_lr: 0
                                     gamma: 0.1
                                     global_pooling: True
                                     gpu_to_work_on: 0
                                     is_slurm_job: True
                                     local_rank: 0
                                     lr: 0.3
                                     nesterov: False
                                     num_labels: 2
                                     pretrained: /home-mscluster/erex/research_project/models/swav/experiments/pre-training/saving_dir3/checkpoint.pth.tar
                                     rank: 0
                                     scheduler_type: cosine
                                     seed: 31
                                     use_bn: False
                                     wd: 1e-06
                                     workers: 10
                                     world_size: 1
INFO - 02/18/23 03:15:36 - 0:00:00 - The experiment will be stored in /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3
                                     

INFO - 02/18/23 03:18:43 - 0:03:06 - Building data done
INFO - 02/18/23 03:19:16 - 0:03:40 - Load pretrained model with msg: _IncompatibleKeys(missing_keys=[], unexpected_keys=['projection_head.0.weight', 'projection_head.0.bias', 'projection_head.1.weight', 'projection_head.1.bias', 'projection_head.1.running_mean', 'projection_head.1.running_var', 'projection_head.1.num_batches_tracked', 'projection_head.3.weight', 'projection_head.3.bias', 'prototypes.weight'])
INFO - 02/18/23 03:19:16 - 0:03:40 - ============ Starting epoch 0 ... ============
[W reducer.cpp:1251] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
INFO - 02/18/23 03:19:49 - 0:04:13 - Epoch[0] - Iter: [0/11173]	Time 33.155 (33.155)	Data 2.332 (2.332)	Loss 0.6042 (0.6042)	Prec 87.500 (87.500)	LR 0.3
INFO - 02/21/23 01:59:46 - 2 days, 22:44:10 - Epoch[43] - Iter: [6900/11173]	Time 0.025 (0.200)	Data 0.000 (0.175)	Loss 0.6950 (1.2243)	Prec 93.750 (86.984)	LR 0.1827214862094814
INFO - 02/21/23 01:59:54 - 2 days, 22:44:18 - Epoch[43] - Iter: [6950/11173]	Time 0.025 (0.200)	Data 0.000 (0.175)	Loss 1.1748 (1.2243)	Prec 84.375 (86.978)	LR 0.1827214862094814
INFO - 02/21/23 02:00:02 - 2 days, 22:44:26 - Epoch[43] - Iter: [7000/11173]	Time 0.025 (0.200)	Data 0.000 (0.175)	Loss 2.7960 (1.2242)	Prec 62.500 (86.972)	LR 0.1827214862094814
INFO - 02/21/23 02:00:10 - 2 days, 22:44:34 - Epoch[43] - Iter: [7050/11173]	Time 0.025 (0.199)	Data 0.000 (0.175)	Loss 1.5859 (1.2301)	Prec 87.500 (86.963)	LR 0.1827214862094814
INFO - 02/21/23 02:00:18 - 2 days, 22:44:42 - Epoch[43] - Iter: [7100/11173]	Time 0.025 (0.199)	Data 0.000 (0.174)	Loss 0.8596 (1.2331)	Prec 84.375 (86.952)	LR 0.1827214862094814
INFO - 02/21/23 02:00:26 - 2 days, 22:44:50 - Epoch[43] - Iter: [7150/11173]	Time 0.025 (0.199)	Data 0.000 (0.174)	Loss 0.3128 (1.2325)	Prec 84.375 (86.955)	LR 0.1827214862094814
INFO - 02/21/23 02:00:34 - 2 days, 22:44:58 - Epoch[43] - Iter: [7200/11173]	Time 0.025 (0.198)	Data 0.000 (0.174)	Loss 0.3691 (1.2302)	Prec 87.500 (86.971)	LR 0.1827214862094814
INFO - 02/21/23 02:00:43 - 2 days, 22:45:07 - Epoch[43] - Iter: [7250/11173]	Time 0.025 (0.198)	Data 0.000 (0.174)	Loss 1.2439 (1.2298)	Prec 87.500 (86.970)	LR 0.1827214862094814
INFO - 02/21/23 02:00:51 - 2 days, 22:45:15 - Epoch[43] - Iter: [7300/11173]	Time 0.025 (0.198)	Data 0.000 (0.173)	Loss 0.2057 (1.2320)	Prec 93.750 (86.964)	LR 0.1827214862094814
INFO - 02/21/23 02:00:59 - 2 days, 22:45:23 - Epoch[43] - Iter: [7350/11173]	Time 0.025 (0.198)	Data 0.000 (0.173)	Loss 1.6367 (1.2303)	Prec 84.375 (86.966)	LR 0.1827214862094814
INFO - 02/21/23 02:01:07 - 2 days, 22:45:31 - Epoch[43] - Iter: [7400/11173]	Time 0.025 (0.198)	Data 0.000 (0.173)	Loss 1.9538 (1.2304)	Prec 71.875 (86.959)	LR 0.1827214862094814
INFO - 02/21/23 02:01:15 - 2 days, 22:45:39 - Epoch[43] - Iter: [7450/11173]	Time 0.025 (0.197)	Data 0.000 (0.173)	Loss 0.8099 (1.2282)	Prec 90.625 (86.967)	LR 0.1827214862094814
INFO - 02/21/23 02:01:23 - 2 days, 22:45:47 - Epoch[43] - Iter: [7500/11173]	Time 0.025 (0.197)	Data 0.000 (0.172)	Loss 0.5246 (1.2265)	Prec 93.750 (86.969)	LR 0.1827214862094814
INFO - 02/21/23 02:01:31 - 2 days, 22:45:55 - Epoch[43] - Iter: [7550/11173]	Time 0.025 (0.197)	Data 0.000 (0.172)	Loss 1.6913 (1.2296)	Prec 78.125 (86.957)	LR 0.1827214862094814
INFO - 02/21/23 02:01:39 - 2 days, 22:46:03 - Epoch[43] - Iter: [7600/11173]	Time 0.025 (0.197)	Data 0.000 (0.172)	Loss 0.1677 (1.2275)	Prec 96.875 (86.969)	LR 0.1827214862094814
INFO - 02/21/23 02:01:47 - 2 days, 22:46:11 - Epoch[43] - Iter: [7650/11173]	Time 0.025 (0.196)	Data 0.000 (0.172)	Loss 1.0796 (1.2260)	Prec 90.625 (86.971)	LR 0.1827214862094814
INFO - 02/21/23 02:01:55 - 2 days, 22:46:19 - Epoch[43] - Iter: [7700/11173]	Time 0.025 (0.196)	Data 0.000 (0.171)	Loss 1.4051 (1.2250)	Prec 84.375 (86.968)	LR 0.1827214862094814
INFO - 02/21/23 02:02:03 - 2 days, 22:46:27 - Epoch[43] - Iter: [7750/11173]	Time 0.025 (0.196)	Data 0.000 (0.171)	Loss 2.2220 (1.2249)	Prec 81.250 (86.965)	LR 0.1827214862094814
INFO - 02/21/23 02:02:12 - 2 days, 22:46:35 - Epoch[43] - Iter: [7800/11173]	Time 0.028 (0.196)	Data 0.000 (0.171)	Loss 3.2675 (1.2260)	Prec 65.625 (86.962)	LR 0.1827214862094814
INFO - 02/21/23 02:02:20 - 2 days, 22:46:44 - Epoch[43] - Iter: [7850/11173]	Time 0.025 (0.196)	Data 0.000 (0.171)	Loss 0.7307 (1.2245)	Prec 84.375 (86.975)	LR 0.1827214862094814
INFO - 02/21/23 02:02:29 - 2 days, 22:46:53 - Epoch[43] - Iter: [7900/11173]	Time 0.025 (0.195)	Data 0.000 (0.171)	Loss 0.5692 (1.2226)	Prec 87.500 (86.991)	LR 0.1827214862094814
INFO - 02/21/23 02:02:37 - 2 days, 22:47:01 - Epoch[43] - Iter: [7950/11173]	Time 0.025 (0.195)	Data 0.000 (0.171)	Loss 0.6227 (1.2220)	Prec 96.875 (86.987)	LR 0.1827214862094814
INFO - 02/21/23 02:02:45 - 2 days, 22:47:09 - Epoch[43] - Iter: [8000/11173]	Time 0.027 (0.195)	Data 0.000 (0.170)	Loss 0.8952 (1.2200)	Prec 84.375 (86.998)	LR 0.1827214862094814
INFO - 02/21/23 02:02:54 - 2 days, 22:47:17 - Epoch[43] - Iter: [8050/11173]	Time 0.025 (0.195)	Data 0.000 (0.170)	Loss 1.2454 (1.2202)	Prec 87.500 (86.994)	LR 0.1827214862094814
INFO - 02/21/23 02:03:02 - 2 days, 22:47:26 - Epoch[43] - Iter: [8100/11173]	Time 0.025 (0.195)	Data 0.000 (0.170)	Loss 1.8691 (1.2201)	Prec 84.375 (86.998)	LR 0.1827214862094814
INFO - 02/21/23 02:03:10 - 2 days, 22:47:34 - Epoch[43] - Iter: [8150/11173]	Time 0.025 (0.194)	Data 0.000 (0.170)	Loss 1.3912 (1.2208)	Prec 81.250 (86.995)	LR 0.1827214862094814
INFO - 02/21/23 02:03:19 - 2 days, 22:47:43 - Epoch[43] - Iter: [8200/11173]	Time 0.031 (0.194)	Data 0.000 (0.170)	Loss 1.3998 (1.2200)	Prec 84.375 (87.003)	LR 0.1827214862094814
INFO - 02/21/23 02:03:28 - 2 days, 22:47:51 - Epoch[43] - Iter: [8250/11173]	Time 0.025 (0.194)	Data 0.000 (0.170)	Loss 3.2126 (1.2215)	Prec 81.250 (86.997)	LR 0.1827214862094814
INFO - 02/21/23 02:03:36 - 2 days, 22:48:00 - Epoch[43] - Iter: [8300/11173]	Time 0.025 (0.194)	Data 0.000 (0.169)	Loss 1.6579 (1.2216)	Prec 75.000 (86.991)	LR 0.1827214862094814
INFO - 02/21/23 02:03:44 - 2 days, 22:48:08 - Epoch[43] - Iter: [8350/11173]	Time 0.025 (0.194)	Data 0.000 (0.169)	Loss 1.3828 (1.2213)	Prec 71.875 (86.992)	LR 0.1827214862094814
INFO - 02/21/23 02:03:53 - 2 days, 22:48:17 - Epoch[43] - Iter: [8400/11173]	Time 0.025 (0.194)	Data 0.000 (0.169)	Loss 0.5363 (1.2209)	Prec 90.625 (86.996)	LR 0.1827214862094814
INFO - 02/21/23 02:04:01 - 2 days, 22:48:25 - Epoch[43] - Iter: [8450/11173]	Time 0.025 (0.194)	Data 0.000 (0.169)	Loss 1.0483 (1.2217)	Prec 96.875 (86.987)	LR 0.1827214862094814
INFO - 02/21/23 02:04:10 - 2 days, 22:48:33 - Epoch[43] - Iter: [8500/11173]	Time 0.025 (0.193)	Data 0.000 (0.169)	Loss 0.7128 (1.2212)	Prec 93.750 (86.986)	LR 0.1827214862094814
INFO - 02/21/23 02:04:17 - 2 days, 22:48:41 - Epoch[43] - Iter: [8550/11173]	Time 0.025 (0.193)	Data 0.000 (0.169)	Loss 1.0770 (1.2240)	Prec 78.125 (86.981)	LR 0.1827214862094814
INFO - 02/21/23 02:04:26 - 2 days, 22:48:50 - Epoch[43] - Iter: [8600/11173]	Time 0.025 (0.193)	Data 0.000 (0.168)	Loss 1.2225 (1.2248)	Prec 78.125 (86.982)	LR 0.1827214862094814
INFO - 02/21/23 02:04:35 - 2 days, 22:48:58 - Epoch[43] - Iter: [8650/11173]	Time 0.025 (0.193)	Data 0.000 (0.168)	Loss 0.7599 (1.2236)	Prec 90.625 (86.993)	LR 0.1827214862094814
INFO - 02/21/23 02:04:44 - 2 days, 22:49:07 - Epoch[43] - Iter: [8700/11173]	Time 0.025 (0.193)	Data 0.000 (0.168)	Loss 3.3631 (1.2257)	Prec 78.125 (86.985)	LR 0.1827214862094814
INFO - 02/21/23 02:04:52 - 2 days, 22:49:16 - Epoch[43] - Iter: [8750/11173]	Time 0.025 (0.193)	Data 0.000 (0.168)	Loss 0.6897 (1.2257)	Prec 93.750 (86.985)	LR 0.1827214862094814
INFO - 02/21/23 02:05:01 - 2 days, 22:49:25 - Epoch[43] - Iter: [8800/11173]	Time 0.025 (0.193)	Data 0.000 (0.168)	Loss 1.2592 (1.2260)	Prec 93.750 (86.989)	LR 0.1827214862094814
INFO - 02/21/23 02:05:09 - 2 days, 22:49:33 - Epoch[43] - Iter: [8850/11173]	Time 0.025 (0.193)	Data 0.000 (0.168)	Loss 0.6042 (1.2253)	Prec 90.625 (86.995)	LR 0.1827214862094814
INFO - 02/21/23 02:05:18 - 2 days, 22:49:42 - Epoch[43] - Iter: [8900/11173]	Time 0.025 (0.192)	Data 0.000 (0.168)	Loss 0.4467 (1.2243)	Prec 90.625 (86.992)	LR 0.1827214862094814
INFO - 02/21/23 02:05:27 - 2 days, 22:49:51 - Epoch[43] - Iter: [8950/11173]	Time 0.025 (0.192)	Data 0.000 (0.168)	Loss 0.0093 (1.2263)	Prec 100.000 (86.991)	LR 0.1827214862094814
INFO - 02/21/23 02:05:36 - 2 days, 22:50:00 - Epoch[43] - Iter: [9000/11173]	Time 0.025 (0.192)	Data 0.000 (0.168)	Loss 0.5473 (1.2250)	Prec 90.625 (86.997)	LR 0.1827214862094814
INFO - 02/21/23 02:05:44 - 2 days, 22:50:08 - Epoch[43] - Iter: [9050/11173]	Time 0.025 (0.192)	Data 0.000 (0.167)	Loss 0.2814 (1.2249)	Prec 93.750 (86.992)	LR 0.1827214862094814
INFO - 02/21/23 02:05:52 - 2 days, 22:50:16 - Epoch[43] - Iter: [9100/11173]	Time 0.025 (0.192)	Data 0.000 (0.167)	Loss 1.6730 (1.2257)	Prec 87.500 (86.987)	LR 0.1827214862094814
INFO - 02/21/23 02:06:01 - 2 days, 22:50:25 - Epoch[43] - Iter: [9150/11173]	Time 0.025 (0.192)	Data 0.000 (0.167)	Loss 0.4848 (1.2259)	Prec 90.625 (86.985)	LR 0.1827214862094814
INFO - 02/21/23 02:06:10 - 2 days, 22:50:34 - Epoch[43] - Iter: [9200/11173]	Time 0.025 (0.192)	Data 0.000 (0.167)	Loss 1.9640 (1.2272)	Prec 75.000 (86.978)	LR 0.1827214862094814
INFO - 02/21/23 02:06:18 - 2 days, 22:50:42 - Epoch[43] - Iter: [9250/11173]	Time 0.025 (0.192)	Data 0.000 (0.167)	Loss 0.0348 (1.2264)	Prec 96.875 (86.980)	LR 0.1827214862094814
INFO - 02/21/23 02:06:26 - 2 days, 22:50:50 - Epoch[43] - Iter: [9300/11173]	Time 0.378 (0.192)	Data 0.354 (0.167)	Loss 1.3002 (1.2268)	Prec 81.250 (86.978)	LR 0.1827214862094814
INFO - 02/21/23 02:06:35 - 2 days, 22:50:59 - Epoch[43] - Iter: [9350/11173]	Time 0.349 (0.191)	Data 0.325 (0.167)	Loss 1.1437 (1.2260)	Prec 84.375 (86.978)	LR 0.1827214862094814
INFO - 02/21/23 02:06:44 - 2 days, 22:51:08 - Epoch[43] - Iter: [9400/11173]	Time 0.343 (0.191)	Data 0.319 (0.167)	Loss 2.0342 (1.2250)	Prec 62.500 (86.978)	LR 0.1827214862094814
INFO - 02/21/23 02:06:53 - 2 days, 22:51:17 - Epoch[43] - Iter: [9450/11173]	Time 0.779 (0.191)	Data 0.755 (0.167)	Loss 3.2258 (1.2254)	Prec 78.125 (86.974)	LR 0.1827214862094814
INFO - 02/21/23 02:07:03 - 2 days, 22:51:27 - Epoch[43] - Iter: [9500/11173]	Time 0.742 (0.191)	Data 0.718 (0.167)	Loss 1.6872 (1.2239)	Prec 78.125 (86.982)	LR 0.1827214862094814
INFO - 02/21/23 02:07:12 - 2 days, 22:51:36 - Epoch[43] - Iter: [9550/11173]	Time 0.755 (0.191)	Data 0.731 (0.167)	Loss 0.9296 (1.2228)	Prec 81.250 (86.981)	LR 0.1827214862094814
INFO - 02/21/23 02:07:21 - 2 days, 22:51:45 - Epoch[43] - Iter: [9600/11173]	Time 0.734 (0.191)	Data 0.710 (0.167)	Loss 1.0776 (1.2226)	Prec 84.375 (86.981)	LR 0.1827214862094814
INFO - 02/21/23 02:07:30 - 2 days, 22:51:54 - Epoch[43] - Iter: [9650/11173]	Time 0.928 (0.191)	Data 0.902 (0.167)	Loss 1.9256 (1.2251)	Prec 84.375 (86.979)	LR 0.1827214862094814
INFO - 02/21/23 02:07:38 - 2 days, 22:52:02 - Epoch[43] - Iter: [9700/11173]	Time 0.701 (0.191)	Data 0.677 (0.166)	Loss 0.9801 (1.2274)	Prec 87.500 (86.968)	LR 0.1827214862094814
INFO - 02/21/23 02:07:45 - 2 days, 22:52:09 - Epoch[43] - Iter: [9750/11173]	Time 0.301 (0.191)	Data 0.277 (0.166)	Loss 1.9289 (1.2269)	Prec 90.625 (86.970)	LR 0.1827214862094814
INFO - 02/21/23 02:07:53 - 2 days, 22:52:16 - Epoch[43] - Iter: [9800/11173]	Time 0.423 (0.191)	Data 0.399 (0.166)	Loss 1.7209 (1.2297)	Prec 87.500 (86.958)	LR 0.1827214862094814
INFO - 02/21/23 02:08:01 - 2 days, 22:52:25 - Epoch[43] - Iter: [9850/11173]	Time 0.220 (0.190)	Data 0.195 (0.166)	Loss 0.5467 (1.2296)	Prec 90.625 (86.964)	LR 0.1827214862094814
INFO - 02/21/23 02:08:10 - 2 days, 22:52:34 - Epoch[43] - Iter: [9900/11173]	Time 0.421 (0.190)	Data 0.397 (0.166)	Loss 1.8252 (1.2288)	Prec 81.250 (86.970)	LR 0.1827214862094814
INFO - 02/21/23 02:08:19 - 2 days, 22:52:43 - Epoch[43] - Iter: [9950/11173]	Time 0.832 (0.190)	Data 0.807 (0.166)	Loss 1.2565 (1.2288)	Prec 87.500 (86.968)	LR 0.1827214862094814
INFO - 02/21/23 02:08:27 - 2 days, 22:52:51 - Epoch[43] - Iter: [10000/11173]	Time 0.579 (0.190)	Data 0.555 (0.166)	Loss 1.7269 (1.2286)	Prec 87.500 (86.969)	LR 0.1827214862094814
INFO - 02/21/23 02:08:36 - 2 days, 22:53:00 - Epoch[43] - Iter: [10050/11173]	Time 0.370 (0.190)	Data 0.345 (0.166)	Loss 0.4333 (1.2277)	Prec 90.625 (86.969)	LR 0.1827214862094814
INFO - 02/21/23 02:08:44 - 2 days, 22:53:08 - Epoch[43] - Iter: [10100/11173]	Time 0.196 (0.190)	Data 0.172 (0.165)	Loss 0.1169 (1.2261)	Prec 96.875 (86.979)	LR 0.1827214862094814
INFO - 02/21/23 02:08:52 - 2 days, 22:53:16 - Epoch[43] - Iter: [10150/11173]	Time 0.720 (0.190)	Data 0.696 (0.165)	Loss 0.1777 (1.2243)	Prec 96.875 (86.989)	LR 0.1827214862094814
INFO - 02/21/23 02:09:00 - 2 days, 22:53:24 - Epoch[43] - Iter: [10200/11173]	Time 0.025 (0.190)	Data 0.000 (0.165)	Loss 1.7547 (1.2230)	Prec 84.375 (86.986)	LR 0.1827214862094814
INFO - 02/21/23 02:09:08 - 2 days, 22:53:32 - Epoch[43] - Iter: [10250/11173]	Time 0.025 (0.190)	Data 0.000 (0.165)	Loss 0.7170 (1.2237)	Prec 90.625 (86.976)	LR 0.1827214862094814
INFO - 02/21/23 02:09:16 - 2 days, 22:53:40 - Epoch[43] - Iter: [10300/11173]	Time 0.025 (0.189)	Data 0.000 (0.165)	Loss 4.1640 (1.2248)	Prec 56.250 (86.968)	LR 0.1827214862094814
INFO - 02/21/23 02:09:24 - 2 days, 22:53:47 - Epoch[43] - Iter: [10350/11173]	Time 0.025 (0.189)	Data 0.000 (0.165)	Loss 0.3590 (1.2257)	Prec 96.875 (86.958)	LR 0.1827214862094814
INFO - 02/21/23 02:09:32 - 2 days, 22:53:55 - Epoch[43] - Iter: [10400/11173]	Time 0.025 (0.189)	Data 0.000 (0.164)	Loss 1.0903 (1.2280)	Prec 87.500 (86.950)	LR 0.1827214862094814
INFO - 02/21/23 02:09:40 - 2 days, 22:54:03 - Epoch[43] - Iter: [10450/11173]	Time 0.025 (0.189)	Data 0.000 (0.164)	Loss 0.7217 (1.2278)	Prec 90.625 (86.949)	LR 0.1827214862094814
INFO - 02/21/23 02:09:47 - 2 days, 22:54:11 - Epoch[43] - Iter: [10500/11173]	Time 0.025 (0.189)	Data 0.000 (0.164)	Loss 1.0919 (1.2273)	Prec 87.500 (86.956)	LR 0.1827214862094814
INFO - 02/21/23 02:09:55 - 2 days, 22:54:19 - Epoch[43] - Iter: [10550/11173]	Time 0.025 (0.189)	Data 0.000 (0.164)	Loss 0.4965 (1.2291)	Prec 93.750 (86.953)	LR 0.1827214862094814
INFO - 02/21/23 02:10:03 - 2 days, 22:54:26 - Epoch[43] - Iter: [10600/11173]	Time 0.025 (0.188)	Data 0.000 (0.164)	Loss 0.5073 (1.2301)	Prec 87.500 (86.951)	LR 0.1827214862094814
INFO - 02/21/23 02:10:10 - 2 days, 22:54:34 - Epoch[43] - Iter: [10650/11173]	Time 0.025 (0.188)	Data 0.000 (0.164)	Loss 3.0742 (1.2306)	Prec 81.250 (86.948)	LR 0.1827214862094814
INFO - 02/21/23 02:10:16 - 2 days, 22:54:40 - Epoch[43] - Iter: [10700/11173]	Time 0.025 (0.188)	Data 0.000 (0.163)	Loss 0.8829 (1.2289)	Prec 84.375 (86.954)	LR 0.1827214862094814
INFO - 02/21/23 02:10:24 - 2 days, 22:54:47 - Epoch[43] - Iter: [10750/11173]	Time 0.025 (0.188)	Data 0.000 (0.163)	Loss 1.8605 (1.2296)	Prec 81.250 (86.953)	LR 0.1827214862094814
INFO - 02/21/23 02:10:32 - 2 days, 22:54:56 - Epoch[43] - Iter: [10800/11173]	Time 0.025 (0.188)	Data 0.000 (0.163)	Loss 1.0167 (1.2297)	Prec 90.625 (86.951)	LR 0.1827214862094814
INFO - 02/21/23 02:10:41 - 2 days, 22:55:04 - Epoch[43] - Iter: [10850/11173]	Time 0.025 (0.188)	Data 0.000 (0.163)	Loss 2.6569 (1.2295)	Prec 65.625 (86.944)	LR 0.1827214862094814
INFO - 02/21/23 02:10:49 - 2 days, 22:55:13 - Epoch[43] - Iter: [10900/11173]	Time 0.025 (0.187)	Data 0.000 (0.163)	Loss 1.5483 (1.2296)	Prec 65.625 (86.943)	LR 0.1827214862094814
INFO - 02/21/23 02:10:57 - 2 days, 22:55:21 - Epoch[43] - Iter: [10950/11173]	Time 0.025 (0.187)	Data 0.000 (0.163)	Loss 1.6609 (1.2303)	Prec 81.250 (86.936)	LR 0.1827214862094814
INFO - 02/21/23 02:11:06 - 2 days, 22:55:30 - Epoch[43] - Iter: [11000/11173]	Time 0.025 (0.187)	Data 0.000 (0.163)	Loss 1.5032 (1.2315)	Prec 78.125 (86.932)	LR 0.1827214862094814
INFO - 02/21/23 02:11:15 - 2 days, 22:55:39 - Epoch[43] - Iter: [11050/11173]	Time 0.025 (0.187)	Data 0.000 (0.163)	Loss 1.0669 (1.2313)	Prec 90.625 (86.937)	LR 0.1827214862094814
INFO - 02/21/23 02:11:25 - 2 days, 22:55:48 - Epoch[43] - Iter: [11100/11173]	Time 0.025 (0.187)	Data 0.000 (0.163)	Loss 0.4534 (1.2313)	Prec 93.750 (86.942)	LR 0.1827214862094814
INFO - 02/21/23 02:11:34 - 2 days, 22:55:57 - Epoch[43] - Iter: [11150/11173]	Time 0.025 (0.187)	Data 0.000 (0.163)	Loss 0.4703 (1.2316)	Prec 90.625 (86.939)	LR 0.1827214862094814
INFO - 02/21/23 02:14:39 - 2 days, 22:59:02 - Test:	Time 0.172	Loss 3.5763	Acc@1 68.323	Best Acc@1 so far 77.4
INFO - 02/21/23 02:14:39 - 2 days, 22:59:03 - ============ Starting epoch 44 ... ============
INFO - 02/21/23 02:14:41 - 2 days, 22:59:05 - Epoch[44] - Iter: [0/11173]	Time 2.341 (2.341)	Data 2.315 (2.315)	Loss 3.3034 (3.3034)	Prec 68.750 (68.750)	LR 0.17810719718785872
INFO - 02/21/23 02:14:50 - 2 days, 22:59:13 - Epoch[44] - Iter: [50/11173]	Time 1.374 (0.213)	Data 1.350 (0.188)	Loss 0.1151 (1.0101)	Prec 93.750 (87.194)	LR 0.17810719718785872
INFO - 02/21/23 02:14:59 - 2 days, 22:59:23 - Epoch[44] - Iter: [100/11173]	Time 1.592 (0.199)	Data 1.567 (0.175)	Loss 1.5484 (1.0264)	Prec 87.500 (87.840)	LR 0.17810719718785872
INFO - 02/21/23 02:15:07 - 2 days, 22:59:31 - Epoch[44] - Iter: [150/11173]	Time 1.312 (0.188)	Data 1.288 (0.164)	Loss 2.4574 (1.1232)	Prec 75.000 (87.231)	LR 0.17810719718785872
INFO - 02/21/23 02:15:15 - 2 days, 22:59:39 - Epoch[44] - Iter: [200/11173]	Time 0.964 (0.181)	Data 0.940 (0.156)	Loss 0.3572 (1.0975)	Prec 93.750 (87.562)	LR 0.17810719718785872
INFO - 02/21/23 02:15:23 - 2 days, 22:59:47 - Epoch[44] - Iter: [250/11173]	Time 0.587 (0.176)	Data 0.563 (0.152)	Loss 2.4211 (1.1197)	Prec 65.625 (87.077)	LR 0.17810719718785872
INFO - 02/21/23 02:15:32 - 2 days, 22:59:55 - Epoch[44] - Iter: [300/11173]	Time 0.082 (0.175)	Data 0.058 (0.151)	Loss 2.2528 (1.2157)	Prec 84.375 (86.804)	LR 0.17810719718785872
INFO - 02/21/23 02:15:40 - 2 days, 23:00:04 - Epoch[44] - Iter: [350/11173]	Time 0.025 (0.174)	Data 0.000 (0.150)	Loss 1.3553 (1.2198)	Prec 81.250 (86.708)	LR 0.17810719718785872
INFO - 02/21/23 02:15:49 - 2 days, 23:00:13 - Epoch[44] - Iter: [400/11173]	Time 0.025 (0.175)	Data 0.000 (0.151)	Loss 2.0762 (1.2251)	Prec 81.250 (86.791)	LR 0.17810719718785872
INFO - 02/21/23 02:15:57 - 2 days, 23:00:21 - Epoch[44] - Iter: [450/11173]	Time 0.025 (0.174)	Data 0.000 (0.149)	Loss 0.0911 (1.2093)	Prec 96.875 (86.890)	LR 0.17810719718785872
INFO - 02/21/23 02:16:06 - 2 days, 23:00:29 - Epoch[44] - Iter: [500/11173]	Time 0.025 (0.173)	Data 0.000 (0.149)	Loss 1.1335 (1.1994)	Prec 90.625 (86.939)	LR 0.17810719718785872
INFO - 02/21/23 02:16:14 - 2 days, 23:00:37 - Epoch[44] - Iter: [550/11173]	Time 0.025 (0.172)	Data 0.000 (0.148)	Loss 2.1105 (1.2019)	Prec 75.000 (86.808)	LR 0.17810719718785872
INFO - 02/21/23 02:16:22 - 2 days, 23:00:46 - Epoch[44] - Iter: [600/11173]	Time 0.062 (0.172)	Data 0.038 (0.147)	Loss 2.3730 (1.1992)	Prec 78.125 (86.850)	LR 0.17810719718785872
INFO - 02/21/23 02:16:31 - 2 days, 23:00:55 - Epoch[44] - Iter: [650/11173]	Time 0.444 (0.173)	Data 0.420 (0.148)	Loss 3.1647 (1.2355)	Prec 68.750 (86.646)	LR 0.17810719718785872
INFO - 02/21/23 02:16:40 - 2 days, 23:01:04 - Epoch[44] - Iter: [700/11173]	Time 0.433 (0.173)	Data 0.408 (0.149)	Loss 0.2335 (1.2346)	Prec 93.750 (86.702)	LR 0.17810719718785872
INFO - 02/21/23 02:16:48 - 2 days, 23:01:12 - Epoch[44] - Iter: [750/11173]	Time 0.277 (0.172)	Data 0.252 (0.148)	Loss 0.2561 (1.2100)	Prec 96.875 (86.755)	LR 0.17810719718785872
INFO - 02/21/23 02:16:56 - 2 days, 23:01:20 - Epoch[44] - Iter: [800/11173]	Time 0.332 (0.172)	Data 0.308 (0.147)	Loss 3.6926 (1.2244)	Prec 81.250 (86.685)	LR 0.17810719718785872
INFO - 02/21/23 02:17:05 - 2 days, 23:01:29 - Epoch[44] - Iter: [850/11173]	Time 0.114 (0.172)	Data 0.089 (0.147)	Loss 0.5922 (1.2401)	Prec 90.625 (86.666)	LR 0.17810719718785872
INFO - 02/21/23 02:17:14 - 2 days, 23:01:38 - Epoch[44] - Iter: [900/11173]	Time 0.025 (0.172)	Data 0.000 (0.148)	Loss 0.8492 (1.2372)	Prec 90.625 (86.675)	LR 0.17810719718785872
INFO - 02/21/23 02:17:22 - 2 days, 23:01:46 - Epoch[44] - Iter: [950/11173]	Time 0.024 (0.172)	Data 0.000 (0.147)	Loss 0.2506 (1.2187)	Prec 96.875 (86.734)	LR 0.17810719718785872
